Nearest Ensembl,Gene Name,Gene Type,crel_mouse Best Motif log-odds Score,p65_p50_mouse Best Motif log-odds Score,crel_p50_mouse Best Motif log-odds Score
ENSMUSG00000020385,Clk4,protein-coding,5.167915,2.978702,4.035795
ENSMUSG00000000440,Pparg,protein-coding,6.179329,2.816263,2.523061
ENSMUSG00000098361,Mir7086,ncRNA,3.782714,4.875691,5.468078
ENSMUSG00000051860,Samd7,protein-coding,6.860722,1.273798,3.189261
ENSMUSG00000029272,Sult1e1,protein-coding,1.245013,4.034123,5.468078
ENSMUSG00000025135,Anapc11,protein-coding,3.621814,4.966488,7.260758
,Anp32b,protein-coding,4.028579,2.95337,4.439587
ENSMUSG00000099293,Mir6366,ncRNA,5.276346,4.577181,4.660303
ENSMUSG00000051257,Trap1a,protein-coding,4.525071,4.632487,6.752527
ENSMUSG00000002129,Sf3a1,protein-coding,2.388403,1.167269,2.597581
ENSMUSG00000044080,S100a1,protein-coding,6.104645,10.017052,9.833809
ENSMUSG00000021545,1700067P10Rik,protein-coding,10.786129,7.212482,8.509813
ENSMUSG00000031819,Emc8,protein-coding,5.425757,7.093099,6.14469
ENSMUSG00000010311,Optc,protein-coding,3.878374,6.484795,7.731359
ENSMUSG00000026648,Dclre1c,protein-coding,3.823368,1.235822,2.073193
ENSMUSG00000032067,Pts,protein-coding,3.782714,3.522111,6.425866
ENSMUSG00000017412,Cacnb4,protein-coding,8.556234,8.045497,7.840651
ENSMUSG00000019856,Fam184a,protein-coding,5.170316,3.262486,4.894364
ENSMUSG00000056222,Spock1,protein-coding,6.179329,4.909789,7.019765
ENSMUSG00000021360,Gcnt2,protein-coding,8.556234,1.749474,6.399623
,4930477N07Rik,ncRNA,11.539806,12.263279,11.91646
ENSMUSG00000028778,Hcrtr1,protein-coding,5.371975,7.267424,8.508517
ENSMUSG00000040734,Ppp1r13l,protein-coding,4.63205,9.167332,7.436859
ENSMUSG00000027716,Trpc3,protein-coding,2.886638,2.381413,3.943606
ENSMUSG00000029167,Ppargc1a,protein-coding,0.991329,0.797026,4.559261
ENSMUSG00000051451,Crebzf,protein-coding,2.347644,6.738157,5.616856
,Ppm1m,protein-coding,8.556234,6.787214,7.315914
ENSMUSG00000079580,Tmem217,protein-coding,8.300898,11.54334,10.478594
ENSMUSG00000001508,Sgca,protein-coding,7.655653,6.616267,8.391354
ENSMUSG00000056184,Olfr283,protein-coding,8.406823,8.484226,8.142023
ENSMUSG00000021359,Tfap2a,protein-coding,6.107046,3.504648,4.987404
ENSMUSG00000034342,Cbl,protein-coding,4.577539,2.975402,4.19662
ENSMUSG00000027431,Scp2d1,protein-coding,2.347644,2.447747,4.653371
ENSMUSG00000049548,Krt82,protein-coding,6.858321,9.716178,9.682308
ENSMUSG00000021097,Clmn,protein-coding,9.991304,6.293394,7.328151
ENSMUSG00000042842,Serpinb6b,protein-coding,7.655548,5.043753,5.870574
ENSMUSG00000050017,Pitpnb,protein-coding,6.10715,4.765648,5.904912
ENSMUSG00000027849,Syt6,protein-coding,6.477767,3.969519,3.455902
ENSMUSG00000027718,Il21,protein-coding,3.958392,4.741091,3.967156
ENSMUSG00000071665,Foxr2,protein-coding,11.539806,4.143598,4.715312
ENSMUSG00000093615,Mir5618,ncRNA,2.886743,3.458618,3.361631
ENSMUSG00000029007,Agtrap,protein-coding,6.179433,6.142356,6.913419
ENSMUSG00000031543,Ank1,protein-coding,2.241393,0.661325,5.019131
ENSMUSG00000028522,Mier1,protein-coding,8.406823,8.079199,8.104725
ENSMUSG00000068048,Rhox9,protein-coding,6.179433,5.553889,7.253283
ENSMUSG00000058715,Fcer1g,protein-coding,4.028579,0.879401,2.621011
ENSMUSG00000073458,Smok2a,protein-coding,3.694097,3.863786,2.942089
ENSMUSG00000039191,Rbpj,protein-coding,3.029037,7.738102,8.45763
ENSMUSG00000037747,Phyhipl,protein-coding,7.655653,7.533995,9.953858
ENSMUSG00000038095,Sbno1,protein-coding,2.241393,6.792677,7.07753
ENSMUSG00000008461,Fut1,protein-coding,5.37187,3.712518,4.318268
ENSMUSG00000036587,Fut7,protein-coding,3.823368,4.011275,3.455902
ENSMUSG00000009621,Vav2,protein-coding,6.10715,3.88959,6.562421
ENSMUSG00000032717,Mdfi,protein-coding,6.107046,5.112357,5.475553
ENSMUSG00000047921,Trappc9,protein-coding,3.823368,2.501122,3.94231
ENSMUSG00000054117,Zdhhc25,protein-coding,8.707662,7.02373,8.532498
ENSMUSG00000020459,Mtif2,protein-coding,4.63205,3.454083,2.931029
ENSMUSG00000024018,Ccdc167,protein-coding,4.618299,3.744063,4.615339
,1810019D21Rik,ncRNA,8.300898,0.680464,2.392975
ENSMUSG00000012519,Mlkl,protein-coding,5.276241,1.288126,4.035446
ENSMUSG00000064036,Mro,protein-coding,3.069796,4.767844,7.081706
ENSMUSG00000031385,Plxnb3,protein-coding,6.860722,10.241566,10.237601
ENSMUSG00000102047,2010010A06Rik,ncRNA,3.347185,3.333811,5.762312
ENSMUSG00000028496,Mllt3,protein-coding,7.506072,3.051427,4.425328
ENSMUSG00000042371,Slc5a10,protein-coding,8.556234,5.525803,4.262529
ENSMUSG00000002948,Map2k7,protein-coding,3.823368,4.68156,4.198245
ENSMUSG00000062545,Tlr12,protein-coding,4.375595,4.701826,7.863732
,Olfr631,protein-coding,2.845984,2.701583,5.290681
ENSMUSG00000079471,Gm7325,protein-coding,10.786129,9.835562,10.874911
ENSMUSG00000089859,Gm13769,protein-coding,8.556234,4.947044,7.012289
ENSMUSG00000039841,Zfp800,protein-coding,5.924097,10.38913,11.675466
ENSMUSG00000086745,Tspan2os,ncRNA,8.409329,7.942819,9.714161
ENSMUSG00000032712,2810474O19Rik,protein-coding,4.577539,9.199711,8.254799
ENSMUSG00000039756,Dnttip2,protein-coding,4.37549,4.241718,6.615973
ENSMUSG00000052374,Actn2,protein-coding,3.083548,5.342651,6.023371
ENSMUSG00000024381,Bin1,protein-coding,8.409329,6.644214,9.714161
,Rn4.5s,rRNA,3.163566,-0.937988,3.474671
ENSMUSG00000020029,Nudt4,protein-coding,3.782714,1.531633,3.45032
ENSMUSG00000022615,Tymp,protein-coding,7.655548,4.722981,4.586309
ENSMUSG00000037130,H2-M10.6,protein-coding,3.069692,3.362674,3.730363
ENSMUSG00000060090,Rp2,protein-coding,1.242507,1.431043,2.720225
ENSMUSG00000074832,2410141K09Rik,protein-coding,5.921591,3.092981,4.920012
ENSMUSG00000038736,Nudcd1,protein-coding,5.331216,0.407736,4.166767
,4930543E12Rik,ncRNA,5.577185,3.433697,7.012289
ENSMUSG00000095286,Olfr117,protein-coding,3.823368,2.873196,4.886889
ENSMUSG00000062270,Morf4l1,protein-coding,5.37187,1.106279,3.190558
ENSMUSG00000025650,Col7a1,protein-coding,6.824679,5.851861,6.668156
,9430091E24Rik,ncRNA,-0.029261,-0.323867,0.665658
ENSMUSG00000070425,Xntrpc,protein-coding,6.824679,4.483323,5.208316
ENSMUSG00000027316,Gfra4,protein-coding,5.276241,7.753889,7.253283
ENSMUSG00000073257,Gm10488,protein-coding,7.506072,7.926489,7.833175
ENSMUSG00000065575,Mir449a,ncRNA,3.958392,2.447747,3.303602
ENSMUSG00000038301,Snx10,protein-coding,2.337005,2.947752,3.474671
ENSMUSG00000039200,Atf7ip2,protein-coding,9.30991,3.808365,3.519481
ENSMUSG00000029056,Pank4,protein-coding,4.522565,3.232821,3.369106
ENSMUSG00000013736,Trnt1,protein-coding,8.406823,5.366038,6.022074
ENSMUSG00000027678,Ncoa3,protein-coding,7.653147,3.323414,3.563364
ENSMUSG00000056413,Adap1,protein-coding,1.579085,0.240548,2.720225
ENSMUSG00000005615,Pcyt1a,protein-coding,9.991304,8.559029,7.851007
ENSMUSG00000020739,Nup85,protein-coding,3.694097,1.262509,5.307187
ENSMUSG00000086833,Gm12440,ncRNA,5.924097,5.688912,7.085278
ENSMUSG00000017830,Dhx58,protein-coding,3.823368,4.154713,5.753411
ENSMUSG00000028532,Cachd1,protein-coding,9.30991,6.868585,5.740898
ENSMUSG00000028331,Trmo,protein-coding,5.276346,7.352971,8.104725
ENSMUSG00000049285,Mblac1,protein-coding,3.142079,6.151994,3.314028
ENSMUSG00000018654,Ikzf1,protein-coding,3.10132,2.795464,3.547659
ENSMUSG00000022510,Trp63,protein-coding,5.167915,1.980067,2.194137
ENSMUSG00000029134,Plb1,protein-coding,9.991304,8.248968,7.851007
ENSMUSG00000065533,Mir205,ncRNA,4.028579,0.940904,2.545772
ENSMUSG00000000563,Atp5f1,protein-coding,6.752396,2.626046,3.878463
ENSMUSG00000029538,Srsf9,protein-coding,2.402155,3.279576,3.482146
ENSMUSG00000031200,Mtcp1,protein-coding,3.069796,3.564125,4.219022
,Vmn1r59,protein-coding,6.179329,4.394428,3.789949
ENSMUSG00000020612,Prkar1a,protein-coding,3.018398,2.447747,5.307187
ENSMUSG00000003762,Adck4,protein-coding,3.141975,0.611773,3.779511
ENSMUSG00000000355,Mcts1,protein-coding,5.331216,1.235901,1.044693
ENSMUSG00000005268,Prlr,protein-coding,6.752396,3.447034,4.021536
ENSMUSG00000096705,Olfr1329,protein-coding,3.823473,1.409897,5.049688
ENSMUSG00000020286,1700093K21Rik,protein-coding,3.727739,1.069189,-0.054683
ENSMUSG00000019877,Serinc1,protein-coding,3.142079,3.944527,3.882638
ENSMUSG00000022155,Mroh2b,protein-coding,7.653147,5.090039,5.466782
ENSMUSG00000042895,Abra,protein-coding,6.860722,0.655664,1.858261
ENSMUSG00000040048,Ndufb10,protein-coding,6.071002,10.391792,10.211357
ENSMUSG00000105552,Gm19710,ncRNA,6.860827,10.604908,9.855464
ENSMUSG00000060002,Chpt1,protein-coding,3.782714,6.452116,6.692507
ENSMUSG00000073433,Arhgdig,protein-coding,2.329872,4.966256,6.427163
ENSMUSG00000098359,Mir7649,ncRNA,3.782714,1.819444,4.198245
ENSMUSG00000000826,Dnajc5,protein-coding,6.824679,-0.717714,1.769568
ENSMUSG00000049946,BC030500,protein-coding,5.425652,3.417369,4.098078
ENSMUSG00000088459,Mir1941,ncRNA,5.276241,4.145287,4.622814
ENSMUSG00000073906,Olfr692,protein-coding,4.525071,3.925728,6.425866
,Olfr1375,protein-coding,6.179433,0.81514,5.049688
ENSMUSG00000003283,Hck,protein-coding,2.198233,3.422253,3.779511
ENSMUSG00000023963,Cyp39a1,protein-coding,4.63205,9.045442,10.211357
ENSMUSG00000026220,Slc16a14,protein-coding,3.10132,5.949496,5.731756
ENSMUSG00000020261,Slc36a1,protein-coding,2.347644,2.385588,6.495028
ENSMUSG00000026226,Spata3,protein-coding,7.653147,6.273828,4.491868
ENSMUSG00000041696,Rasl12,protein-coding,3.34729,5.816268,6.856966
ENSMUSG00000031392,Irak1,protein-coding,4.525071,1.509819,4.166767
ENSMUSG00000003534,Ddr1,protein-coding,8.409329,6.64839,9.712865
ENSMUSG00000021218,Gdi2,protein-coding,6.071002,5.355523,5.008704
ENSMUSG00000078817,Nlrp12,protein-coding,0.939931,-1.786793,3.183082
ENSMUSG00000029624,Ptcd1,protein-coding,8.556234,4.45232,7.315914
ENSMUSG00000026535,Ifi202b,protein-coding,8.406823,4.489514,5.466782
ENSMUSG00000037419,Endod1,protein-coding,9.30991,3.724278,5.63219
ENSMUSG00000087038,2900079G21Rik,ncRNA,3.782714,3.804361,5.466782
ENSMUSG00000096457,Gm10147,protein-coding,7.506072,7.926489,7.833175
,Gm2002,protein-coding,11.539806,9.996185,9.551362
ENSMUSG00000026087,Mrpl30,protein-coding,4.712068,2.359465,1.481513
ENSMUSG00000034211,Mrps17,protein-coding,3.823368,1.020732,1.65042
ENSMUSG00000021007,Spata7,protein-coding,5.331216,3.930259,2.642311
ENSMUSG00000055811,Cldn17,protein-coding,2.471929,3.913969,4.021536
ENSMUSG00000021666,Gfm2,protein-coding,3.691696,2.848612,2.652832
ENSMUSG00000062007,Hsh2d,protein-coding,3.029037,0.118446,2.544476
ENSMUSG00000044252,Osbpl1a,protein-coding,6.107046,5.373315,7.467415
ENSMUSG00000052271,Bhlha15,protein-coding,6.477767,5.104378,6.562421
ENSMUSG00000104986,1600023N17Rik,ncRNA,5.577081,4.235218,6.400919
ENSMUSG00000029203,Ube2k,protein-coding,4.851235,6.311904,6.380154
,6330407A03Rik,ncRNA,2.845984,2.119667,3.045231
ENSMUSG00000047843,Bri3,protein-coding,5.423251,1.154735,4.110314
ENSMUSG00000040351,Ankib1,protein-coding,3.730245,2.416035,5.87187
ENSMUSG00000059857,Ntng1,protein-coding,3.069692,6.845875,6.924359
ENSMUSG00000096027,Mir467a-2,ncRNA,1.799907,1.124785,5.54818
ENSMUSG00000057789,Bak1,protein-coding,6.179329,1.853901,2.696217
ENSMUSG00000106233,Mir509,ncRNA,8.406823,0.925762,3.474671
ENSMUSG00000032698,Lmo2,protein-coding,8.409224,5.540342,5.889702
ENSMUSG00000091803,Cox16,protein-coding,9.237627,4.276759,5.290681
ENSMUSG00000022757,Tfg,protein-coding,5.057004,2.918019,6.736022
ENSMUSG00000028957,Per3,protein-coding,6.10715,3.474043,6.562421
ENSMUSG00000025862,Stag2,protein-coding,3.029037,7.486946,7.977205
ENSMUSG00000063163,Speer2,protein-coding,5.425652,6.620878,5.175806
ENSMUSG00000000731,Aire,protein-coding,3.069796,2.78713,7.012289
ENSMUSG00000026737,Pip4k2a,protein-coding,6.179329,6.140597,6.531865
ENSMUSG00000036249,Rbm43,protein-coding,2.940525,3.836313,4.600229
,Zc3h10,protein-coding,6.860722,4.156172,1.753062
,Gm10638,ncRNA,4.028579,4.149462,4.567107
ENSMUSG00000029505,Ep400,protein-coding,8.409224,4.056919,5.047965
ENSMUSG00000041309,Nkx6-2,protein-coding,2.329872,2.687562,4.720764
ENSMUSG00000085253,Gm16833,ncRNA,4.375595,10.432619,10.230126
ENSMUSG00000033763,Mtss1l,protein-coding,6.860827,11.912248,12.079258
ENSMUSG00000017721,Pigt,protein-coding,5.425757,2.104077,3.214909
ENSMUSG00000025764,Jade1,protein-coding,0.652237,0.479114,2.429576
ENSMUSG00000054426,A930005H10Rik,ncRNA,8.556234,6.783038,7.317211
ENSMUSG00000068551,Zfp467,protein-coding,7.506072,3.821985,6.752527
ENSMUSG00000097023,AI854517,ncRNA,5.425652,3.381497,6.308704
ENSMUSG00000037660,Gdf7,protein-coding,8.556234,10.442407,9.682308
ENSMUSG00000089871,Speer4cos,pseudo,8.707662,5.032591,5.647412
ENSMUSG00000031337,Mtm1,protein-coding,4.525071,3.323414,4.166767
ENSMUSG00000024935,Slc1a1,protein-coding,5.425757,4.329749,6.022074
ENSMUSG00000022212,Cpne6,protein-coding,0.216708,3.948617,7.416081
ENSMUSG00000074639,BC089597,protein-coding,3.10132,3.052614,3.730363
ENSMUSG00000024379,Tslp,protein-coding,11.539806,6.617726,4.690207
ENSMUSG00000004207,Psap,protein-coding,5.170316,6.716141,6.155046
ENSMUSG00000032536,Trak1,protein-coding,3.141975,5.065917,7.012289
ENSMUSG00000048483,Zdhhc22,protein-coding,8.406823,10.698104,10.471119
ENSMUSG00000025871,4833439L19Rik,protein-coding,10.786129,6.953188,8.509813
ENSMUSG00000044465,Fam160a2,protein-coding,3.782714,4.317576,4.193741
ENSMUSG00000044276,4933427E11Rik,ncRNA,5.276241,3.626972,4.666321
ENSMUSG00000071522,Olfr263,protein-coding,4.673929,0.067626,2.491517
ENSMUSG00000039197,Adk,protein-coding,2.886638,0.276068,2.805109
ENSMUSG00000024857,Cabp2,protein-coding,5.604912,5.479144,5.466876
ENSMUSG00000031957,Ctrb1,protein-coding,3.694097,3.605867,3.507961
ENSMUSG00000062785,Kcnc3,protein-coding,0.895701,-0.578921,1.745217
ENSMUSG00000086628,Gm16157,ncRNA,4.577539,3.323414,6.668156
ENSMUSG00000027544,Nfatc2,protein-coding,6.824679,3.564125,3.48937
ENSMUSG00000041377,Ninj2,protein-coding,5.331216,6.773251,6.692507
ENSMUSG00000092021,Gbp11,protein-coding,3.091849,3.062407,4.615339
,4930529L06Rik,ncRNA,3.10132,8.840945,6.9335
ENSMUSG00000073293,Nudt10,protein-coding,0.652132,3.705888,8.861422
ENSMUSG00000029086,Prom1,protein-coding,3.782714,2.481228,3.553131
ENSMUSG00000005897,Nr2c1,protein-coding,4.37549,5.278007,3.465529
ENSMUSG00000024824,Rad9a,protein-coding,5.425757,5.283593,7.657075
ENSMUSG00000022185,Acin1,protein-coding,3.142079,4.191213,5.636365
ENSMUSG00000104854,Mir7116,ncRNA,3.089448,1.90087,4.79597
,Dhrsx,protein-coding,9.30991,6.452116,6.696683
ENSMUSG00000074259,Gramd2,protein-coding,5.170421,3.249529,6.158629
ENSMUSG00000028718,Stil,protein-coding,11.539806,6.617726,5.254642
ENSMUSG00000097121,D130020L05Rik,ncRNA,5.577081,3.178311,4.729905
ENSMUSG00000073601,Serpinb3c,protein-coding,2.886743,-0.392654,4.647192
ENSMUSG00000028354,Fmn2,protein-coding,3.083548,3.166125,3.101779
ENSMUSG00000090799,Klhl33,protein-coding,6.179433,6.361859,7.467415
ENSMUSG00000026142,Rhbdd1,protein-coding,2.93802,1.925791,4.924187
ENSMUSG00000065571,Mir326,ncRNA,3.141975,2.925197,4.316972
ENSMUSG00000073950,Olfr599,protein-coding,4.851235,1.738404,3.504275
ENSMUSG00000057230,Aak1,protein-coding,9.237627,5.476575,9.102415
ENSMUSG00000021990,Spata13,protein-coding,3.782714,2.571368,3.761774
ENSMUSG00000032942,Ucp3,protein-coding,2.444098,1.625915,5.208316
ENSMUSG00000002343,Armc6,protein-coding,5.604912,6.515433,5.466876
ENSMUSG00000045802,Hsf3,protein-coding,6.824679,3.830695,8.45763
ENSMUSG00000049107,Ntf3,protein-coding,3.347185,3.350816,2.692249
ENSMUSG00000056310,Tyw1,protein-coding,7.655548,4.536053,5.228398
ENSMUSG00000085794,Vax2os,ncRNA,3.069692,4.307423,6.024961
ENSMUSG00000035653,Lrfn5,protein-coding,6.858321,7.897937,8.013806
ENSMUSG00000042766,Trim46,protein-coding,3.029037,1.007498,4.647192
ENSMUSG00000023274,Cd4,protein-coding,3.621919,3.82616,7.60397
ENSMUSG00000046434,Hnrnpa1,protein-coding,2.474435,5.154812,3.625219
ENSMUSG00000070697,Utp3,protein-coding,4.028683,4.971863,5.291977
ENSMUSG00000039263,Npepl1,protein-coding,4.673929,5.537562,5.63219
,Klf7,protein-coding,4.577539,6.630595,6.558838
ENSMUSG00000000037,Scml2,protein-coding,6.477767,2.89397,2.410022
ENSMUSG00000062591,Tubb4a,protein-coding,3.018398,4.521725,5.050984
ENSMUSG00000017765,Slc12a4,protein-coding,4.37549,1.384385,2.973405
,Rprl3,ncRNA,6.071002,4.076068,4.627127
ENSMUSG00000092990,Mir466q,ncRNA,3.10132,7.835505,8.629461
ENSMUSG00000020876,Snx11,protein-coding,6.179329,5.789204,5.466876
ENSMUSG00000076236,Mir682,ncRNA,1.487717,0.277664,4.720764
ENSMUSG00000075189,Olfr1055,protein-coding,-0.013303,0.591988,3.20803
ENSMUSG00000100277,1810053B23Rik,ncRNA,9.30991,5.750317,4.666321
ENSMUSG00000035049,Rrp12,protein-coding,5.37187,6.26174,6.9335
ENSMUSG00000027176,Cstf3,protein-coding,8.406823,4.991604,5.918229
,Mkrn2os,protein-coding,6.477767,6.716141,6.155046
ENSMUSG00000034160,Ogt,protein-coding,7.15916,-0.182156,1.519974
ENSMUSG00000089873,Mup13,protein-coding,3.029037,1.776353,5.815417
ENSMUSG00000030022,Adamts9,protein-coding,0.032984,4.015513,6.023371
ENSMUSG00000036737,Oxsr1,protein-coding,2.940525,-0.788452,0.218137
ENSMUSG00000019189,Rnf145,protein-coding,3.142079,2.51252,4.920012
ENSMUSG00000028294,Cfap206,protein-coding,6.107046,-0.047536,3.538518
ENSMUSG00000058207,Serpina3k,protein-coding,8.707662,6.345527,5.451757
ENSMUSG00000068893,Sprr2a2,protein-coding,5.425757,5.855528,8.45763
ENSMUSG00000024399,Ltb,protein-coding,9.30991,8.19306,9.278516
ENSMUSG00000045555,Mettl24,protein-coding,7.15916,4.658156,4.916044
ENSMUSG00000025197,Cyp2c44,protein-coding,3.069796,5.100205,4.970899
ENSMUSG00000040613,Apobec1,protein-coding,0.269177,3.975137,2.569715
ENSMUSG00000053161,Daw1,protein-coding,6.10715,3.469868,5.391197
,Dynlt1c,protein-coding,3.621814,5.580037,5.412496
,Hist2h3c1,protein-coding,6.858321,3.052614,5.239794
ENSMUSG00000030287,Itpr2,protein-coding,9.30991,3.297265,5.815417
ENSMUSG00000078651,Aoc2,protein-coding,3.727739,1.987494,1.501205
ENSMUSG00000021737,Psmd6,protein-coding,3.141975,5.665584,5.050984
ENSMUSG00000029088,Kcnip4,protein-coding,5.331216,3.424377,5.291977
ENSMUSG00000059602,Syn3,protein-coding,4.577539,8.164881,9.033253
ENSMUSG00000054065,Pkp3,protein-coding,6.222431,6.51267,6.148865
ENSMUSG00000028282,Casp8ap2,protein-coding,1.581486,7.618487,6.699982
ENSMUSG00000042757,Tmem108,protein-coding,1.879925,4.836475,4.295557
ENSMUSG00000000826,Dnajc5,protein-coding,6.824679,-0.717714,1.769568
ENSMUSG00000031169,Porcn,protein-coding,11.539806,4.947044,5.24362
ENSMUSG00000053141,Ptprt,protein-coding,4.37549,4.097655,6.399623
ENSMUSG00000023092,Fhl1,protein-coding,2.845984,3.505277,5.411625
ENSMUSG00000001482,Def8,protein-coding,3.029037,0.882572,4.386134
ENSMUSG00000026173,Plcd4,protein-coding,3.069796,2.800997,2.566131
ENSMUSG00000032060,Cryab,protein-coding,4.52267,4.534594,4.449944
ENSMUSG00000032038,St3gal4,protein-coding,6.860827,5.910709,8.26882
ENSMUSG00000063380,Olfr945,protein-coding,7.506072,3.555414,1.721706
ENSMUSG00000038765,Lmx1b,protein-coding,3.083548,0.224604,4.099374
ENSMUSG00000104529,Rbakdn,ncRNA,8.556234,3.197528,3.473718
ENSMUSG00000085851,4921518K17Rik,ncRNA,6.107046,0.968237,1.19697
ENSMUSG00000066158,AY512931,ncRNA,9.237627,5.055978,7.657075
ENSMUSG00000026155,Smap1,protein-coding,10.786129,7.989477,8.509813
ENSMUSG00000031665,Sall1,protein-coding,6.860827,5.90925,6.317845
ENSMUSG00000087107,AI662270,ncRNA,8.300898,10.507051,10.478594
ENSMUSG00000066797,Zfp648,protein-coding,5.37187,3.833211,4.326113
ENSMUSG00000087361,0610043K17Rik,ncRNA,3.10132,4.973321,6.166104
ENSMUSG00000054387,Mdm4,protein-coding,5.170421,5.639436,6.159925
ENSMUSG00000031813,Mvb12a,protein-coding,3.619413,2.62317,3.867442
ENSMUSG00000033249,Hsf4,protein-coding,9.30991,1.754026,2.182764
,0610010B08Rik,protein-coding,3.347185,2.154392,2.429576
ENSMUSG00000022372,Sla,protein-coding,5.924097,5.69037,7.863732
ENSMUSG00000075073,Olfr1256,protein-coding,6.824679,4.045413,2.800083
ENSMUSG00000068218,Ssxb9,protein-coding,3.046451,2.991121,3.20803
ENSMUSG00000061911,Myt1l,protein-coding,5.425652,8.72111,5.24362
ENSMUSG00000045763,Basp1,protein-coding,2.366004,3.722916,7.397313
ENSMUSG00000092752,Mir3473a,ncRNA,3.046346,3.366833,4.920012
,Pde12,protein-coding,3.069796,1.78392,2.994246
ENSMUSG00000099356,Olfr1248,protein-coding,9.054574,9.045442,10.211357
ENSMUSG00000021786,Oxsm,protein-coding,3.10132,1.258014,0.45827
ENSMUSG00000063889,Crem,protein-coding,9.054574,2.934158,6.091236
ENSMUSG00000096583,Mir669a-1,ncRNA,2.474435,1.89521,5.54818
,Dok6,protein-coding,3.142079,3.913969,4.021536
ENSMUSG00000042104,Uggt2,protein-coding,6.179433,5.199738,7.977205
ENSMUSG00000086501,4930597A21Rik,ncRNA,3.142079,3.277128,7.657075
ENSMUSG00000033502,Cdc14a,protein-coding,2.886638,4.591058,5.091843
ENSMUSG00000031201,Brcc3,protein-coding,3.069796,1.322906,3.618701
,Gm8989,pseudo,6.179433,0.330035,3.209326
ENSMUSG00000072662,Mansc4,protein-coding,2.474435,3.1703,3.214909
,Tyms-ps,pseudo,6.752396,2.414576,3.920895
ENSMUSG00000006389,Mpl,protein-coding,0.825409,3.675205,4.198245
ENSMUSG00000069189,Zdhhc11,protein-coding,5.923992,3.654924,5.049688
